img_id,building_percentage
TRAIN_4776,0.074
TRAIN_4961,0.074
TRAIN_4975,0.074
TRAIN_5407,0.074
TRAIN_5435,0.074
TRAIN_5680,0.074
TRAIN_6192,0.074
TRAIN_6349,0.074
TRAIN_6858,0.074
TRAIN_6869,0.074
TRAIN_7018,0.074
TRAIN_0173,0.073
TRAIN_0482,0.073
TRAIN_0654,0.073
TRAIN_0687,0.073
TRAIN_0786,0.073
TRAIN_0809,0.073
TRAIN_1093,0.073
TRAIN_1470,0.073
TRAIN_1481,0.073
TRAIN_1674,0.073
TRAIN_2101,0.073
TRAIN_2115,0.073
TRAIN_2269,0.073
TRAIN_2348,0.073
TRAIN_2398,0.073
TRAIN_2416,0.073
TRAIN_2494,0.073
TRAIN_2511,0.073
TRAIN_2566,0.073
TRAIN_2742,0.073
TRAIN_2773,0.073
TRAIN_2777,0.073
TRAIN_2911,0.073
TRAIN_2952,0.073
TRAIN_2964,0.073
TRAIN_3013,0.073
TRAIN_3254,0.073
TRAIN_3377,0.073
TRAIN_3537,0.073
TRAIN_3544,0.073
TRAIN_3606,0.073
TRAIN_3631,0.073
TRAIN_3686,0.073
TRAIN_3770,0.073
TRAIN_3774,0.073
TRAIN_4053,0.073
TRAIN_4282,0.073
TRAIN_4286,0.073
TRAIN_4290,0.073
TRAIN_4306,0.073
TRAIN_4445,0.073
TRAIN_4562,0.073
TRAIN_4606,0.073
TRAIN_4617,0.073
TRAIN_4655,0.073
TRAIN_4659,0.073
TRAIN_4828,0.073
TRAIN_4842,0.073
TRAIN_5612,0.073
TRAIN_5896,0.073
TRAIN_6131,0.073
TRAIN_6184,0.073
TRAIN_6254,0.073
TRAIN_6492,0.073
TRAIN_6699,0.073
TRAIN_6754,0.073
TRAIN_6880,0.073
TRAIN_7084,0.073
TRAIN_7095,0.073
TRAIN_0105,0.072
TRAIN_0251,0.072
TRAIN_0540,0.072
TRAIN_0573,0.072
TRAIN_0771,0.072
TRAIN_0943,0.072
TRAIN_0946,0.072
TRAIN_0950,0.072
TRAIN_1032,0.072
TRAIN_1379,0.072
TRAIN_1626,0.072
TRAIN_1754,0.072
TRAIN_1768,0.072
TRAIN_1923,0.072
TRAIN_1953,0.072
TRAIN_2304,0.072
TRAIN_2313,0.072
TRAIN_2772,0.072
TRAIN_2826,0.072
TRAIN_2963,0.072
TRAIN_3118,0.072
TRAIN_3152,0.072
TRAIN_3179,0.072
TRAIN_3237,0.072
TRAIN_3261,0.072
TRAIN_3754,0.072
TRAIN_3791,0.072
TRAIN_4004,0.072
TRAIN_4014,0.072
TRAIN_4096,0.072
TRAIN_4697,0.072
TRAIN_4752,0.072
TRAIN_4775,0.072
TRAIN_4897,0.072
TRAIN_4906,0.072
TRAIN_4951,0.072
TRAIN_5305,0.072
TRAIN_5372,0.072
TRAIN_5502,0.072
TRAIN_5529,0.072
TRAIN_5609,0.072
TRAIN_5625,0.072
TRAIN_5931,0.072
TRAIN_6024,0.072
TRAIN_6028,0.072
TRAIN_6076,0.072
TRAIN_6572,0.072
TRAIN_6748,0.072
TRAIN_6771,0.072
TRAIN_6808,0.072
TRAIN_6942,0.072
TRAIN_6985,0.072
TRAIN_0135,0.071
TRAIN_0248,0.071
TRAIN_0457,0.071
TRAIN_0774,0.071
TRAIN_0993,0.071
TRAIN_1139,0.071
TRAIN_1145,0.071
TRAIN_1209,0.071
TRAIN_1233,0.071
TRAIN_1392,0.071
TRAIN_1475,0.071
TRAIN_1640,0.071
TRAIN_1811,0.071
TRAIN_1881,0.071
TRAIN_1917,0.071
TRAIN_1919,0.071
TRAIN_2042,0.071
TRAIN_2052,0.071
TRAIN_2255,0.071
TRAIN_2305,0.071
TRAIN_2364,0.071
TRAIN_2369,0.071
TRAIN_2447,0.071
TRAIN_2793,0.071
TRAIN_2921,0.071
TRAIN_3133,0.071
TRAIN_3314,0.071
TRAIN_3455,0.071
TRAIN_3527,0.071
TRAIN_3576,0.071
TRAIN_3733,0.071
TRAIN_3941,0.071
TRAIN_4241,0.071
TRAIN_4677,0.071
TRAIN_4711,0.071
TRAIN_4911,0.071
TRAIN_5345,0.071
TRAIN_5467,0.071
TRAIN_6239,0.071
TRAIN_6348,0.071
TRAIN_6432,0.071
TRAIN_6641,0.071
TRAIN_6713,0.071
TRAIN_6746,0.071
TRAIN_6752,0.071
TRAIN_6792,0.071
TRAIN_6803,0.071
TRAIN_6840,0.071
TRAIN_6842,0.071
TRAIN_0204,0.07
TRAIN_0223,0.07
TRAIN_0269,0.07
TRAIN_0366,0.07
TRAIN_0686,0.07
TRAIN_0792,0.07
TRAIN_0794,0.07
TRAIN_0915,0.07
TRAIN_0973,0.07
TRAIN_1175,0.07
TRAIN_1248,0.07
TRAIN_1643,0.07
TRAIN_1759,0.07
TRAIN_1796,0.07
TRAIN_2147,0.07
TRAIN_2501,0.07
TRAIN_2646,0.07
TRAIN_2947,0.07
TRAIN_2955,0.07
TRAIN_2966,0.07
TRAIN_3352,0.07
TRAIN_3501,0.07
TRAIN_3728,0.07
TRAIN_3873,0.07
TRAIN_3997,0.07
TRAIN_4025,0.07
TRAIN_4291,0.07
TRAIN_4454,0.07
TRAIN_4745,0.07
TRAIN_4896,0.07
TRAIN_4971,0.07
TRAIN_5072,0.07
TRAIN_5122,0.07
TRAIN_5143,0.07
TRAIN_5203,0.07
TRAIN_5297,0.07
TRAIN_5946,0.07
TRAIN_6103,0.07
TRAIN_6145,0.07
TRAIN_6180,0.07
TRAIN_6262,0.07
TRAIN_6328,0.07
TRAIN_6388,0.07
TRAIN_6483,0.07
TRAIN_6489,0.07
TRAIN_6530,0.07
TRAIN_6630,0.07
TRAIN_6804,0.07
TRAIN_6812,0.07
TRAIN_6967,0.07
TRAIN_7007,0.07
TRAIN_0044,0.069
TRAIN_0292,0.069
TRAIN_0356,0.069
TRAIN_0476,0.069
TRAIN_0546,0.069
TRAIN_0818,0.069
TRAIN_0864,0.069
TRAIN_0905,0.069
TRAIN_1048,0.069
TRAIN_1360,0.069
TRAIN_1560,0.069
TRAIN_1623,0.069
TRAIN_1786,0.069
TRAIN_1880,0.069
TRAIN_1981,0.069
TRAIN_2000,0.069
TRAIN_2095,0.069
TRAIN_2106,0.069
TRAIN_2192,0.069
TRAIN_2203,0.069
TRAIN_2597,0.069
TRAIN_2822,0.069
TRAIN_3065,0.069
TRAIN_3198,0.069
TRAIN_3472,0.069
TRAIN_3546,0.069
TRAIN_3968,0.069
TRAIN_4071,0.069
TRAIN_4159,0.069
TRAIN_4554,0.069
TRAIN_4882,0.069
TRAIN_5381,0.069
TRAIN_5561,0.069
TRAIN_5621,0.069
TRAIN_5684,0.069
TRAIN_5971,0.069
TRAIN_5999,0.069
TRAIN_6122,0.069
TRAIN_6157,0.069
TRAIN_6176,0.069
TRAIN_6546,0.069
TRAIN_6720,0.069
TRAIN_6841,0.069
TRAIN_7062,0.069
TRAIN_0610,0.068
TRAIN_0749,0.068
TRAIN_0980,0.068
TRAIN_1161,0.068
TRAIN_1332,0.068
TRAIN_1437,0.068
TRAIN_1489,0.068
TRAIN_1495,0.068
TRAIN_1659,0.068
TRAIN_1724,0.068
TRAIN_1859,0.068
TRAIN_1933,0.068
TRAIN_2198,0.068
TRAIN_2263,0.068
TRAIN_2354,0.068
TRAIN_2414,0.068
TRAIN_2429,0.068
TRAIN_2468,0.068
TRAIN_2695,0.068
TRAIN_2776,0.068
TRAIN_2818,0.068
TRAIN_2923,0.068
TRAIN_3183,0.068
TRAIN_3243,0.068
TRAIN_3326,0.068
TRAIN_3493,0.068
TRAIN_3583,0.068
TRAIN_3970,0.068
TRAIN_4262,0.068
TRAIN_4295,0.068
TRAIN_4403,0.068
TRAIN_4480,0.068
TRAIN_4656,0.068
TRAIN_4880,0.068
TRAIN_4965,0.068
TRAIN_5049,0.068
TRAIN_5117,0.068
TRAIN_5205,0.068
TRAIN_5286,0.068
TRAIN_5419,0.068
TRAIN_5454,0.068
TRAIN_5505,0.068
TRAIN_5548,0.068
TRAIN_5641,0.068
TRAIN_5663,0.068
TRAIN_5795,0.068
TRAIN_5823,0.068
TRAIN_5989,0.068
TRAIN_6022,0.068
TRAIN_6283,0.068
TRAIN_6395,0.068
TRAIN_7120,0.068
TRAIN_0014,0.067
TRAIN_0166,0.067
TRAIN_0257,0.067
TRAIN_0317,0.067
TRAIN_0328,0.067
TRAIN_0488,0.067
TRAIN_0565,0.067
TRAIN_0650,0.067
TRAIN_0677,0.067
TRAIN_0751,0.067
TRAIN_0783,0.067
TRAIN_0942,0.067
TRAIN_1075,0.067
TRAIN_1112,0.067
TRAIN_1158,0.067
TRAIN_1205,0.067
TRAIN_1436,0.067
TRAIN_1455,0.067
TRAIN_1524,0.067
TRAIN_1672,0.067
TRAIN_1695,0.067
TRAIN_1739,0.067
TRAIN_1912,0.067
TRAIN_2128,0.067
TRAIN_2234,0.067
TRAIN_2235,0.067
TRAIN_2551,0.067
TRAIN_2556,0.067
TRAIN_2621,0.067
TRAIN_2788,0.067
TRAIN_2933,0.067
TRAIN_3029,0.067
TRAIN_3443,0.067
TRAIN_3468,0.067
TRAIN_3479,0.067
TRAIN_3647,0.067
TRAIN_3824,0.067
TRAIN_3832,0.067
TRAIN_3885,0.067
TRAIN_3895,0.067
TRAIN_3942,0.067
TRAIN_3994,0.067
TRAIN_4031,0.067
TRAIN_4182,0.067
TRAIN_4244,0.067
TRAIN_4561,0.067
TRAIN_4731,0.067
TRAIN_5373,0.067
TRAIN_5577,0.067
TRAIN_5605,0.067
TRAIN_5767,0.067
TRAIN_5928,0.067
TRAIN_5960,0.067
TRAIN_5962,0.067
TRAIN_6194,0.067
TRAIN_6278,0.067
TRAIN_6356,0.067
TRAIN_6661,0.067
TRAIN_6826,0.067
TRAIN_7112,0.067
TRAIN_7134,0.067
TRAIN_0089,0.066
TRAIN_0232,0.066
TRAIN_0290,0.066
TRAIN_0398,0.066
TRAIN_0403,0.066
TRAIN_1008,0.066
TRAIN_1096,0.066
TRAIN_1134,0.066
TRAIN_1464,0.066
TRAIN_1608,0.066
TRAIN_1614,0.066
TRAIN_1807,0.066
TRAIN_1815,0.066
TRAIN_2185,0.066
TRAIN_2377,0.066
TRAIN_2400,0.066
TRAIN_2462,0.066
TRAIN_2530,0.066
TRAIN_2762,0.066
TRAIN_2784,0.066
TRAIN_2794,0.066
TRAIN_2899,0.066
TRAIN_3127,0.066
TRAIN_3159,0.066
TRAIN_3260,0.066
TRAIN_3403,0.066
TRAIN_3661,0.066
TRAIN_3761,0.066
TRAIN_3813,0.066
TRAIN_3949,0.066
TRAIN_3973,0.066
TRAIN_4001,0.066
TRAIN_4359,0.066
TRAIN_4388,0.066
TRAIN_4422,0.066
TRAIN_4436,0.066
TRAIN_4633,0.066
TRAIN_4705,0.066
TRAIN_4750,0.066
TRAIN_4777,0.066
TRAIN_4895,0.066
TRAIN_4947,0.066
TRAIN_5061,0.066
TRAIN_5114,0.066
TRAIN_5116,0.066
TRAIN_5141,0.066
TRAIN_5198,0.066
TRAIN_5232,0.066
TRAIN_5262,0.066
TRAIN_5899,0.066
TRAIN_5949,0.066
TRAIN_6140,0.066
TRAIN_6186,0.066
TRAIN_6277,0.066
TRAIN_6287,0.066
TRAIN_6377,0.066
TRAIN_6391,0.066
TRAIN_6488,0.066
TRAIN_6503,0.066
TRAIN_6735,0.066
TRAIN_6952,0.066
TRAIN_6977,0.066
TRAIN_7126,0.066
TRAIN_0005,0.065
TRAIN_0141,0.065
TRAIN_0155,0.065
TRAIN_0258,0.065
TRAIN_0268,0.065
TRAIN_0383,0.065
TRAIN_0441,0.065
TRAIN_0517,0.065
TRAIN_0679,0.065
TRAIN_0814,0.065
TRAIN_0927,0.065
TRAIN_1003,0.065
TRAIN_1279,0.065
TRAIN_1301,0.065
TRAIN_1469,0.065
TRAIN_1545,0.065
TRAIN_1582,0.065
TRAIN_1692,0.065
TRAIN_1736,0.065
TRAIN_1867,0.065
TRAIN_2145,0.065
TRAIN_2393,0.065
TRAIN_2499,0.065
TRAIN_2525,0.065
TRAIN_2540,0.065
TRAIN_2550,0.065
TRAIN_2595,0.065
TRAIN_2640,0.065
TRAIN_2968,0.065
TRAIN_3077,0.065
TRAIN_3190,0.065
TRAIN_3200,0.065
TRAIN_3297,0.065
TRAIN_3525,0.065
TRAIN_3905,0.065
TRAIN_3956,0.065
TRAIN_3990,0.065
TRAIN_4029,0.065
TRAIN_4294,0.065
TRAIN_4318,0.065
TRAIN_4370,0.065
TRAIN_4399,0.065
TRAIN_4470,0.065
TRAIN_4626,0.065
TRAIN_4637,0.065
TRAIN_4707,0.065
TRAIN_4790,0.065
TRAIN_4846,0.065
TRAIN_4894,0.065
TRAIN_5008,0.065
TRAIN_5057,0.065
TRAIN_5424,0.065
TRAIN_5562,0.065
TRAIN_5782,0.065
TRAIN_5918,0.065
TRAIN_5967,0.065
TRAIN_6025,0.065
TRAIN_6038,0.065
TRAIN_6051,0.065
TRAIN_6475,0.065
TRAIN_6609,0.065
TRAIN_6696,0.065
TRAIN_6703,0.065
TRAIN_6772,0.065
TRAIN_6821,0.065
TRAIN_7001,0.065
TRAIN_0159,0.064
TRAIN_0172,0.064
TRAIN_0256,0.064
TRAIN_0350,0.064
TRAIN_0353,0.064
TRAIN_0354,0.064
TRAIN_0520,0.064
TRAIN_0545,0.064
TRAIN_0641,0.064
TRAIN_0662,0.064
TRAIN_0748,0.064
TRAIN_0895,0.064
TRAIN_0921,0.064
TRAIN_0930,0.064
TRAIN_1449,0.064
TRAIN_1496,0.064
TRAIN_1737,0.064
TRAIN_1806,0.064
TRAIN_2127,0.064
TRAIN_2142,0.064
TRAIN_2271,0.064
TRAIN_2289,0.064
TRAIN_2487,0.064
TRAIN_2549,0.064
TRAIN_2834,0.064
TRAIN_2853,0.064
TRAIN_3033,0.064
TRAIN_3165,0.064
TRAIN_3270,0.064
TRAIN_3696,0.064
TRAIN_3724,0.064
TRAIN_3955,0.064
TRAIN_4162,0.064
TRAIN_4305,0.064
TRAIN_4366,0.064
TRAIN_4577,0.064
TRAIN_4870,0.064
TRAIN_4890,0.064
TRAIN_5118,0.064
TRAIN_5150,0.064
TRAIN_5220,0.064
TRAIN_5301,0.064
TRAIN_5392,0.064
TRAIN_5777,0.064
TRAIN_5808,0.064
TRAIN_5876,0.064
TRAIN_5924,0.064
TRAIN_6046,0.064
TRAIN_6159,0.064
TRAIN_6378,0.064
TRAIN_6476,0.064
TRAIN_6593,0.064
TRAIN_6595,0.064
TRAIN_6798,0.064
TRAIN_6806,0.064
TRAIN_6901,0.064
TRAIN_6963,0.064
TRAIN_7025,0.064
TRAIN_7123,0.064
TRAIN_0061,0.063
TRAIN_0162,0.063
TRAIN_0229,0.063
TRAIN_0309,0.063
TRAIN_0375,0.063
TRAIN_0549,0.063
TRAIN_0900,0.063
TRAIN_1005,0.063
TRAIN_1034,0.063
TRAIN_1090,0.063
TRAIN_1125,0.063
TRAIN_1212,0.063
TRAIN_1333,0.063
TRAIN_1443,0.063
TRAIN_1451,0.063
TRAIN_1537,0.063
TRAIN_1618,0.063
TRAIN_1752,0.063
TRAIN_1755,0.063
TRAIN_1801,0.063
TRAIN_1843,0.063
TRAIN_1845,0.063
TRAIN_1894,0.063
TRAIN_1927,0.063
TRAIN_2173,0.063
TRAIN_2201,0.063
TRAIN_2427,0.063
TRAIN_2495,0.063
TRAIN_2592,0.063
TRAIN_2864,0.063
TRAIN_2891,0.063
TRAIN_2902,0.063
TRAIN_3108,0.063
TRAIN_3154,0.063
TRAIN_3328,0.063
TRAIN_3347,0.063
TRAIN_3376,0.063
TRAIN_3473,0.063
TRAIN_3679,0.063
TRAIN_3687,0.063
TRAIN_3886,0.063
TRAIN_4077,0.063
TRAIN_4213,0.063
TRAIN_4313,0.063
TRAIN_4614,0.063
TRAIN_4652,0.063
TRAIN_4734,0.063
TRAIN_4964,0.063
TRAIN_5000,0.063
TRAIN_5144,0.063
TRAIN_5233,0.063
TRAIN_5245,0.063
TRAIN_5293,0.063
TRAIN_5334,0.063
TRAIN_5428,0.063
TRAIN_5712,0.063
TRAIN_5801,0.063
TRAIN_5817,0.063
TRAIN_5844,0.063
TRAIN_5961,0.063
TRAIN_6400,0.063
TRAIN_6525,0.063
TRAIN_6632,0.063
TRAIN_6733,0.063
TRAIN_6860,0.063
TRAIN_6870,0.063
TRAIN_7000,0.063
TRAIN_7005,0.063
TRAIN_7033,0.063
TRAIN_7035,0.063
TRAIN_7104,0.063
TRAIN_0001,0.062
TRAIN_0153,0.062
TRAIN_0281,0.062
TRAIN_0347,0.062
TRAIN_0392,0.062
TRAIN_0537,0.062
TRAIN_0755,0.062
TRAIN_0903,0.062
TRAIN_0995,0.062
TRAIN_1166,0.062
TRAIN_1397,0.062
TRAIN_1403,0.062
TRAIN_1458,0.062
TRAIN_1507,0.062
TRAIN_1653,0.062
TRAIN_1750,0.062
TRAIN_1763,0.062
TRAIN_2016,0.062
TRAIN_2122,0.062
TRAIN_2392,0.062
TRAIN_2786,0.062
TRAIN_2992,0.062
TRAIN_3026,0.062
TRAIN_3055,0.062
TRAIN_3163,0.062
TRAIN_3281,0.062
TRAIN_3388,0.062
TRAIN_3515,0.062
TRAIN_3553,0.062
TRAIN_3584,0.062
TRAIN_3609,0.062
TRAIN_3721,0.062
TRAIN_3798,0.062
TRAIN_4240,0.062
TRAIN_4400,0.062
TRAIN_5224,0.062
TRAIN_5325,0.062
TRAIN_5351,0.062
TRAIN_5362,0.062
TRAIN_5365,0.062
TRAIN_5446,0.062
TRAIN_5578,0.062
TRAIN_5672,0.062
TRAIN_5697,0.062
TRAIN_6020,0.062
TRAIN_6158,0.062
TRAIN_6425,0.062
TRAIN_6453,0.062
TRAIN_6549,0.062
TRAIN_6586,0.062
TRAIN_6623,0.062
TRAIN_6815,0.062
TRAIN_6912,0.062
TRAIN_6917,0.062
TRAIN_7115,0.062
TRAIN_0218,0.061
TRAIN_0263,0.061
TRAIN_0324,0.061
TRAIN_0340,0.061
TRAIN_0664,0.061
TRAIN_0772,0.061
TRAIN_0808,0.061
TRAIN_1391,0.061
TRAIN_1442,0.061
TRAIN_1491,0.061
TRAIN_1589,0.061
TRAIN_1619,0.061
TRAIN_1775,0.061
TRAIN_1846,0.061
TRAIN_2209,0.061
TRAIN_2244,0.061
TRAIN_2316,0.061
TRAIN_2411,0.061
TRAIN_2475,0.061
TRAIN_2498,0.061
TRAIN_2585,0.061
TRAIN_2614,0.061
TRAIN_2728,0.061
TRAIN_2880,0.061
TRAIN_3228,0.061
TRAIN_3233,0.061
TRAIN_3244,0.061
TRAIN_3404,0.061
TRAIN_3503,0.061
TRAIN_3735,0.061
TRAIN_3747,0.061
TRAIN_3998,0.061
TRAIN_4190,0.061
TRAIN_4285,0.061
TRAIN_4329,0.061
TRAIN_4499,0.061
TRAIN_4565,0.061
TRAIN_4781,0.061
TRAIN_4854,0.061
TRAIN_4866,0.061
TRAIN_4909,0.061
TRAIN_5019,0.061
TRAIN_5096,0.061
TRAIN_5959,0.061
TRAIN_6127,0.061
TRAIN_6141,0.061
TRAIN_6294,0.061
TRAIN_6295,0.061
TRAIN_6345,0.061
TRAIN_6375,0.061
TRAIN_6436,0.061
TRAIN_6618,0.061
TRAIN_6991,0.061
TRAIN_7138,0.061
TRAIN_0070,0.06
TRAIN_0217,0.06
TRAIN_0226,0.06
TRAIN_0518,0.06
TRAIN_0592,0.06
TRAIN_0705,0.06
TRAIN_0711,0.06
TRAIN_0746,0.06
TRAIN_0753,0.06
TRAIN_0819,0.06
TRAIN_0936,0.06
TRAIN_0994,0.06
TRAIN_1375,0.06
TRAIN_1418,0.06
TRAIN_1654,0.06
TRAIN_2010,0.06
TRAIN_2058,0.06
TRAIN_2223,0.06
TRAIN_2358,0.06
TRAIN_2609,0.06
TRAIN_2668,0.06
TRAIN_2678,0.06
TRAIN_2709,0.06
TRAIN_2801,0.06
TRAIN_2890,0.06
TRAIN_2941,0.06
TRAIN_2959,0.06
TRAIN_3011,0.06
TRAIN_3017,0.06
TRAIN_3060,0.06
TRAIN_3246,0.06
TRAIN_3329,0.06
TRAIN_3484,0.06
TRAIN_3693,0.06
TRAIN_3710,0.06
TRAIN_3751,0.06
TRAIN_3767,0.06
TRAIN_3817,0.06
TRAIN_3912,0.06
TRAIN_3950,0.06
TRAIN_4016,0.06
TRAIN_4237,0.06
TRAIN_4630,0.06
TRAIN_4816,0.06
TRAIN_5528,0.06
TRAIN_5568,0.06
TRAIN_5768,0.06
TRAIN_6210,0.06
TRAIN_6275,0.06
TRAIN_6276,0.06
TRAIN_6424,0.06
TRAIN_6435,0.06
TRAIN_6471,0.06
TRAIN_6597,0.06
TRAIN_7049,0.06
TRAIN_7050,0.06
TRAIN_0091,0.059
TRAIN_0233,0.059
TRAIN_0439,0.059
TRAIN_0532,0.059
TRAIN_0872,0.059
TRAIN_0982,0.059
TRAIN_1099,0.059
TRAIN_1186,0.059
TRAIN_1357,0.059
TRAIN_1441,0.059
TRAIN_1514,0.059
TRAIN_1541,0.059
TRAIN_1638,0.059
TRAIN_1691,0.059
TRAIN_1731,0.059
TRAIN_1732,0.059
TRAIN_1781,0.059
TRAIN_2027,0.059
TRAIN_2114,0.059
TRAIN_2130,0.059
TRAIN_2272,0.059
TRAIN_2300,0.059
TRAIN_3090,0.059
TRAIN_3150,0.059
TRAIN_3269,0.059
TRAIN_3316,0.059
TRAIN_3497,0.059
TRAIN_3556,0.059
TRAIN_3642,0.059
TRAIN_3840,0.059
TRAIN_3883,0.059
TRAIN_3983,0.059
TRAIN_4296,0.059
TRAIN_4320,0.059
TRAIN_4639,0.059
TRAIN_4871,0.059
TRAIN_4943,0.059
TRAIN_5215,0.059
TRAIN_5309,0.059
TRAIN_5324,0.059
TRAIN_5358,0.059
TRAIN_5730,0.059
TRAIN_5738,0.059
TRAIN_5822,0.059
TRAIN_5915,0.059
TRAIN_6111,0.059
TRAIN_6137,0.059
TRAIN_6237,0.059
TRAIN_6302,0.059
TRAIN_6322,0.059
TRAIN_6626,0.059
TRAIN_6653,0.059
TRAIN_6878,0.059
TRAIN_7096,0.059
TRAIN_0260,0.058
TRAIN_0322,0.058
TRAIN_0538,0.058
TRAIN_0613,0.058
TRAIN_0636,0.058
TRAIN_0928,0.058
TRAIN_1018,0.058
TRAIN_1278,0.058
TRAIN_1456,0.058
TRAIN_1572,0.058
TRAIN_1832,0.058
TRAIN_1841,0.058
TRAIN_1926,0.058
TRAIN_2011,0.058
TRAIN_2079,0.058
TRAIN_2143,0.058
TRAIN_2236,0.058
TRAIN_2275,0.058
TRAIN_2326,0.058
TRAIN_2329,0.058
TRAIN_2385,0.058
TRAIN_2526,0.058
TRAIN_2719,0.058
TRAIN_2862,0.058
TRAIN_2984,0.058
TRAIN_3238,0.058
TRAIN_3308,0.058
TRAIN_3507,0.058
TRAIN_3587,0.058
TRAIN_3742,0.058
TRAIN_3757,0.058
TRAIN_3765,0.058
TRAIN_4148,0.058
TRAIN_4350,0.058
TRAIN_4440,0.058
TRAIN_4517,0.058
TRAIN_4597,0.058
TRAIN_4719,0.058
TRAIN_4826,0.058
TRAIN_4888,0.058
TRAIN_4919,0.058
TRAIN_4977,0.058
TRAIN_5133,0.058
TRAIN_5135,0.058
TRAIN_5209,0.058
TRAIN_5485,0.058
TRAIN_5581,0.058
TRAIN_5687,0.058
TRAIN_5837,0.058
TRAIN_5858,0.058
TRAIN_5927,0.058
TRAIN_5938,0.058
TRAIN_5939,0.058
TRAIN_6012,0.058
TRAIN_6107,0.058
TRAIN_6108,0.058
TRAIN_6241,0.058
TRAIN_6351,0.058
TRAIN_6462,0.058
TRAIN_6498,0.058
TRAIN_6541,0.058
TRAIN_6714,0.058
TRAIN_6843,0.058
TRAIN_6924,0.058
TRAIN_6996,0.058
TRAIN_0093,0.057
TRAIN_0184,0.057
TRAIN_0352,0.057
TRAIN_0391,0.057
TRAIN_0478,0.057
TRAIN_0524,0.057
TRAIN_0583,0.057
TRAIN_0602,0.057
TRAIN_0670,0.057
TRAIN_0735,0.057
TRAIN_0830,0.057
TRAIN_1200,0.057
TRAIN_1216,0.057
TRAIN_1308,0.057
TRAIN_1361,0.057
TRAIN_1365,0.057
TRAIN_1525,0.057
TRAIN_1744,0.057
TRAIN_1886,0.057
TRAIN_1903,0.057
TRAIN_1998,0.057
TRAIN_2670,0.057
TRAIN_2918,0.057
TRAIN_3088,0.057
TRAIN_3231,0.057
TRAIN_3444,0.057
TRAIN_3526,0.057
TRAIN_3534,0.057
TRAIN_3779,0.057
TRAIN_3878,0.057
TRAIN_4093,0.057
TRAIN_4134,0.057
TRAIN_4217,0.057
TRAIN_4564,0.057
TRAIN_4581,0.057
TRAIN_4889,0.057
TRAIN_4907,0.057
TRAIN_5067,0.057
TRAIN_5103,0.057
TRAIN_5194,0.057
TRAIN_5307,0.057
TRAIN_5316,0.057
TRAIN_5354,0.057
TRAIN_5488,0.057
TRAIN_5569,0.057
TRAIN_5955,0.057
TRAIN_5997,0.057
TRAIN_6224,0.057
TRAIN_6303,0.057
TRAIN_6341,0.057
TRAIN_6390,0.057
TRAIN_6409,0.057
TRAIN_6660,0.057
TRAIN_6678,0.057
TRAIN_6890,0.057
TRAIN_6979,0.057
TRAIN_7118,0.057
TRAIN_0407,0.056
TRAIN_0412,0.056
TRAIN_0429,0.056
TRAIN_0442,0.056
TRAIN_0501,0.056
TRAIN_0507,0.056
TRAIN_0722,0.056
TRAIN_0763,0.056
TRAIN_1095,0.056
TRAIN_1347,0.056
TRAIN_1711,0.056
TRAIN_2085,0.056
TRAIN_2298,0.056
TRAIN_2373,0.056
TRAIN_2386,0.056
TRAIN_2388,0.056
TRAIN_2391,0.056
TRAIN_2529,0.056
TRAIN_2603,0.056
TRAIN_2797,0.056
TRAIN_2884,0.056
TRAIN_2942,0.056
TRAIN_2962,0.056
TRAIN_3003,0.056
TRAIN_3130,0.056
TRAIN_3164,0.056
TRAIN_3172,0.056
TRAIN_3197,0.056
TRAIN_3225,0.056
TRAIN_3481,0.056
TRAIN_3671,0.056
TRAIN_3823,0.056
TRAIN_3837,0.056
TRAIN_4034,0.056
TRAIN_4188,0.056
TRAIN_4546,0.056
TRAIN_4648,0.056
TRAIN_4685,0.056
TRAIN_4708,0.056
TRAIN_5110,0.056
TRAIN_5300,0.056
TRAIN_5379,0.056
TRAIN_5384,0.056
TRAIN_5420,0.056
TRAIN_5429,0.056
TRAIN_5542,0.056
TRAIN_5945,0.056
TRAIN_6296,0.056
TRAIN_6369,0.056
TRAIN_6481,0.056
TRAIN_6816,0.056
TRAIN_7013,0.056
TRAIN_7102,0.056
TRAIN_0074,0.055
TRAIN_0076,0.055
TRAIN_0124,0.055
TRAIN_0508,0.055
TRAIN_0521,0.055
TRAIN_0922,0.055
TRAIN_0951,0.055
TRAIN_1019,0.055
TRAIN_1250,0.055
TRAIN_1259,0.055
TRAIN_1283,0.055
TRAIN_1295,0.055
TRAIN_1342,0.055
TRAIN_1606,0.055
TRAIN_1645,0.055
TRAIN_1697,0.055
TRAIN_1938,0.055
TRAIN_1959,0.055
TRAIN_2504,0.055
TRAIN_2691,0.055
TRAIN_2714,0.055
TRAIN_2752,0.055
TRAIN_3042,0.055
TRAIN_3061,0.055
TRAIN_3201,0.055
TRAIN_3211,0.055
TRAIN_3346,0.055
TRAIN_3350,0.055
TRAIN_3440,0.055
TRAIN_3478,0.055
TRAIN_3552,0.055
TRAIN_3674,0.055
TRAIN_3800,0.055
TRAIN_3879,0.055
TRAIN_4087,0.055
TRAIN_4199,0.055
TRAIN_4458,0.055
TRAIN_4701,0.055
TRAIN_5025,0.055
TRAIN_5264,0.055
TRAIN_5311,0.055
TRAIN_5395,0.055
TRAIN_5728,0.055
TRAIN_5887,0.055
